Date,Close
1/2/2000 23:58:00,43.395
1/3/2000 23:58:00,43.48
1/4/2000 23:58:00,43.38
1/5/2000 23:58:00,43.395
1/6/2000 23:58:00,43.49
1/7/2000 23:58:00,43.5
1/10/2000 23:58:00,43.5
1/11/2000 23:58:00,43.51
1/12/2000 23:58:00,43.51
1/13/2000 23:58:00,43.51
1/14/2000 23:58:00,43.5
1/15/2000 23:58:00,43.5
1/17/2000 23:58:00,43.439
1/18/2000 23:58:00,43.55
1/19/2000 23:58:00,43.53
1/20/2000 23:58:00,43.56
1/21/2000 23:58:00,43.45
1/23/2000 23:58:00,43.5
1/24/2000 23:58:00,43.59
1/25/2000 23:58:00,43.57
1/26/2000 23:58:00,43.55
1/27/2000 23:58:00,43.55
1/28/2000 23:58:00,43.59
1/30/2000 23:58:00,43.6
1/31/2000 23:58:00,43.61
2/1/2000 23:58:00,43.58
2/2/2000 23:58:00,43.57
2/3/2000 23:58:00,43.58
2/4/2000 23:58:00,43.58
2/7/2000 23:58:00,43.59
2/8/2000 23:58:00,43.515
2/9/2000 23:58:00,43.58
2/10/2000 23:58:00,43.61
2/11/2000 23:58:00,43.61
2/14/2000 23:58:00,43.6
2/15/2000 23:58:00,43.61
2/16/2000 23:58:00,43.57
2/17/2000 23:58:00,43.51
2/18/2000 23:58:00,43.54
2/21/2000 23:58:00,43.52
2/22/2000 23:58:00,43.5
2/23/2000 23:58:00,43.53
2/24/2000 23:58:00,43.5
2/25/2000 23:58:00,43.52
2/27/2000 23:58:00,43.52
2/28/2000 23:58:00,43.54
2/29/2000 23:58:00,43.5
3/1/2000 23:58:00,43.49
3/2/2000 23:58:00,43.5
3/3/2000 23:58:00,43.5
3/6/2000 23:58:00,43.48
3/7/2000 23:58:00,43.5
3/8/2000 23:58:00,43.49
3/9/2000 23:58:00,43.5
3/10/2000 23:58:00,43.475
3/13/2000 23:58:00,43.5
3/14/2000 23:58:00,43.49
3/15/2000 23:58:00,43.48
3/16/2000 23:58:00,43.5
3/17/2000 23:58:00,43.48
3/19/2000 23:58:00,43.52
3/20/2000 23:58:00,43.465
3/21/2000 23:58:00,43.465
3/22/2000 23:58:00,43.475
3/23/2000 23:58:00,43.5
3/24/2000 23:58:00,43.5
3/27/2000 23:58:00,43.503
3/28/2000 23:58:00,43.54
3/29/2000 23:58:00,43.52
3/30/2000 23:58:00,43.49
3/31/2000 23:58:00,43.56
4/1/2000 23:58:00,43.56
4/2/2000 23:58:00,43.56
4/3/2000 23:58:00,43.56
4/4/2000 23:58:00,43.515
4/5/2000 23:58:00,43.56
4/6/2000 23:58:00,43.56
4/7/2000 23:58:00,43.52
4/8/2000 23:58:00,43.56
4/9/2000 23:58:00,43.56
4/10/2000 23:58:00,43.54
4/11/2000 23:58:00,43.54
4/12/2000 23:58:00,43.54
4/13/2000 23:58:00,43.54
4/14/2000 23:58:00,43.565
4/15/2000 23:58:00,43.56
4/16/2000 23:58:00,43.56
4/17/2000 23:58:00,43.56
4/18/2000 23:58:00,43.525
4/19/2000 23:58:00,43.55
4/20/2000 23:58:00,43.56
4/21/2000 23:58:00,43.56
4/24/2000 23:58:00,43.58
4/25/2000 23:58:00,43.58
4/26/2000 23:58:00,43.58
4/27/2000 23:58:00,43.54
4/28/2000 23:58:00,43.55
4/29/2000 23:58:00,43.58
5/1/2000 23:58:00,43.58
5/2/2000 23:58:00,43.6
5/3/2000 23:58:00,43.63
5/4/2000 23:58:00,43.62
5/5/2000 23:58:00,43.6
5/8/2000 23:58:00,43.56
5/9/2000 23:58:00,43.63
5/10/2000 23:58:00,44.02
5/11/2000 23:58:00,43.88
5/12/2000 23:58:00,43.975
5/14/2000 23:58:00,43.92
5/15/2000 23:58:00,44.12
5/16/2000 23:58:00,43.9
5/17/2000 23:58:00,43.91
5/18/2000 23:58:00,43.93
5/19/2000 23:58:00,43.88
5/20/2000 23:58:00,43.88
5/22/2000 23:58:00,43.9
5/23/2000 23:58:00,44.025
5/24/2000 23:58:00,44.125
5/25/2000 23:58:00,44.06
5/26/2000 23:58:00,44.24
5/27/2000 23:58:00,44.24
5/28/2000 23:58:00,44.24
5/29/2000 23:58:00,44.485
5/30/2000 23:58:00,44.525
5/31/2000 23:58:00,44.48
6/1/2000 23:58:00,44.575
6/2/2000 23:58:00,44.575
6/5/2000 23:58:00,44.6
6/6/2000 23:58:00,44.58
6/7/2000 23:58:00,44.715
6/8/2000 23:58:00,44.7
6/9/2000 23:58:00,44.7
6/11/2000 23:58:00,44.7
6/12/2000 23:58:00,44.7
6/13/2000 23:58:00,44.68
6/14/2000 23:58:00,44.675
6/15/2000 23:58:00,44.62
6/16/2000 23:58:00,44.705
6/18/2000 23:58:00,44.66
6/19/2000 23:58:00,44.7
6/20/2000 23:58:00,44.65
6/21/2000 23:58:00,44.625
6/22/2000 23:58:00,44.62
6/23/2000 23:58:00,44.65
6/24/2000 23:58:00,44.6
6/25/2000 23:58:00,44.6
6/26/2000 23:58:00,44.6
6/27/2000 23:58:00,44.62
6/28/2000 23:58:00,44.655
6/29/2000 23:58:00,44.6
6/30/2000 23:58:00,44.625
7/3/2000 23:58:00,44.635
7/4/2000 23:58:00,44.64
7/5/2000 23:58:00,44.6
7/6/2000 23:58:00,44.735
7/7/2000 23:58:00,44.68
7/10/2000 23:58:00,44.645
7/11/2000 23:58:00,44.6
7/12/2000 23:58:00,44.62
7/13/2000 23:58:00,44.62
7/14/2000 23:58:00,44.68
7/17/2000 23:58:00,44.695
7/18/2000 23:58:00,44.66
7/19/2000 23:58:00,44.72
7/20/2000 23:58:00,44.76
7/21/2000 23:58:00,44.685
7/24/2000 23:58:00,44.64
7/25/2000 23:58:00,44.875
7/26/2000 23:58:00,44.855
7/27/2000 23:58:00,44.82
7/28/2000 23:58:00,44.86
7/29/2000 23:58:00,44.82
7/30/2000 23:58:00,44.82
7/31/2000 23:58:00,44.98
8/1/2000 23:58:00,45.025
8/2/2000 23:58:00,45.3
8/3/2000 23:58:00,45.325
8/4/2000 23:58:00,45.3
8/5/2000 23:58:00,45.3
8/6/2000 23:58:00,45.3
8/7/2000 23:58:00,45.48
8/8/2000 23:58:00,45.48
8/9/2000 23:58:00,45.59
8/10/2000 23:58:00,45.73
8/11/2000 23:58:00,45.72
8/12/2000 23:58:00,45.775
8/13/2000 23:58:00,45.72
8/14/2000 23:58:00,45.725
8/15/2000 23:58:00,45.66
8/16/2000 23:58:00,45.675
8/17/2000 23:58:00,45.865
8/18/2000 23:58:00,45.76
8/19/2000 23:58:00,45.76
8/20/2000 23:58:00,45.76
8/21/2000 23:58:00,45.58
8/22/2000 23:58:00,45.65
8/23/2000 23:58:00,45.775
8/24/2000 23:58:00,45.925
8/25/2000 23:58:00,45.8
8/26/2000 23:58:00,45.8
8/27/2000 23:58:00,45.8
8/28/2000 23:58:00,45.76
8/29/2000 23:58:00,45.775
8/30/2000 23:58:00,45.74
8/31/2000 23:58:00,45.78
9/1/2000 23:58:00,45.725
9/2/2000 23:58:00,45.725
9/3/2000 23:58:00,45.706
9/4/2000 23:58:00,45.66
9/5/2000 23:58:00,45.665
9/6/2000 23:58:00,45.56
9/7/2000 23:58:00,45.775
9/8/2000 23:58:00,45.615
9/9/2000 23:58:00,45.615
9/10/2000 23:58:00,45.56
9/11/2000 23:58:00,45.52
9/12/2000 23:58:00,45.575
9/13/2000 23:58:00,45.575
9/14/2000 23:58:00,45.62
9/15/2000 23:58:00,45.7
9/16/2000 23:58:00,45.7
9/17/2000 23:58:00,45.7
9/18/2000 23:58:00,45.95
9/19/2000 23:58:00,46.25
9/20/2000 23:58:00,46.14
9/22/2000 23:58:00,46
9/23/2000 23:58:00,46
9/24/2000 23:58:00,46
9/25/2000 23:58:00,45.98
9/26/2000 23:58:00,46.025
9/27/2000 23:58:00,46.06
9/28/2000 23:58:00,45.95
9/29/2000 23:58:00,45.98
9/30/2000 23:58:00,45.98
10/1/2000 23:58:00,45.98
10/2/2000 23:58:00,45.98
10/3/2000 23:58:00,45.98
10/4/2000 23:58:00,45.98
10/5/2000 23:58:00,46.02
10/6/2000 23:58:00,46.04
10/7/2000 23:58:00,46.04
10/8/2000 23:58:00,46.04
10/9/2000 23:58:00,46.015
10/10/2000 23:58:00,46.06
10/11/2000 23:58:00,46.22
10/12/2000 23:58:00,46.195
10/13/2000 23:58:00,46.3
10/14/2000 23:58:00,46.3
10/15/2000 23:58:00,46.3
10/16/2000 23:58:00,46.265
10/17/2000 23:58:00,46.215
10/18/2000 23:58:00,46.24
10/19/2000 23:58:00,46.26
10/20/2000 23:58:00,46.26
10/22/2000 23:58:00,46.26
10/23/2000 23:58:00,46.3
10/24/2000 23:58:00,46.35
10/25/2000 23:58:00,46.42
10/26/2000 23:58:00,46.56
10/27/2000 23:58:00,46.685
10/28/2000 23:58:00,46.685
10/29/2000 23:58:00,46.685
10/30/2000 23:58:00,46.8
10/31/2000 23:58:00,46.64
11/1/2000 23:58:00,46.68
11/2/2000 23:58:00,46.7
11/3/2000 23:58:00,46.6
11/4/2000 23:58:00,46.6
11/5/2000 23:58:00,46.6
11/6/2000 23:58:00,46.54
11/7/2000 23:58:00,46.54
11/8/2000 23:58:00,46.58
11/9/2000 23:58:00,46.66
11/10/2000 23:58:00,46.655
11/11/2000 23:58:00,46.66
11/12/2000 23:58:00,46.66
11/13/2000 23:58:00,46.72
11/14/2000 23:58:00,46.72
11/15/2000 23:58:00,46.72
11/16/2000 23:58:00,46.76
11/17/2000 23:58:00,46.725
11/18/2000 23:58:00,46.725
11/19/2000 23:58:00,46.74
11/20/2000 23:58:00,46.7
11/22/2000 23:58:00,46.76
11/23/2000 23:58:00,46.76
11/24/2000 23:58:00,46.755
11/25/2000 23:58:00,46.755
11/26/2000 23:58:00,46.755
11/27/2000 23:58:00,46.78
11/28/2000 23:58:00,46.82
11/29/2000 23:58:00,46.8
11/30/2000 23:58:00,46.76
12/1/2000 23:58:00,46.78
12/2/2000 23:58:00,46.78
12/3/2000 23:58:00,46.78
12/4/2000 23:58:00,46.76
12/5/2000 23:58:00,46.72
12/6/2000 23:58:00,46.68
12/7/2000 23:58:00,46.68
12/8/2000 23:58:00,46.68
12/9/2000 23:58:00,46.68
12/10/2000 23:58:00,46.68
12/11/2000 23:58:00,46.68
12/12/2000 23:58:00,46.68
12/13/2000 23:58:00,46.68
12/14/2000 23:58:00,46.7
12/15/2000 23:58:00,46.7
12/16/2000 23:58:00,46.7
12/17/2000 23:58:00,46.7
12/18/2000 23:58:00,46.7
12/19/2000 23:58:00,46.6
12/20/2000 23:58:00,46.62
12/21/2000 23:58:00,46.64
12/22/2000 23:58:00,46.62
12/23/2000 23:58:00,46.62
12/24/2000 23:58:00,46.62
12/25/2000 23:58:00,46.62
12/26/2000 23:58:00,46.58
12/27/2000 23:58:00,46.62
12/28/2000 23:58:00,46.62
12/29/2000 23:58:00,46.62
12/30/2000 23:58:00,46.62
12/31/2000 23:58:00,46.62
1/1/2001 23:58:00,46.62
1/2/2001 23:58:00,46.62
1/3/2001 23:58:00,46.62
1/4/2001 23:58:00,46.66
1/5/2001 23:58:00,46.64
1/6/2001 23:58:00,46.64
1/7/2001 23:58:00,46.64
1/8/2001 23:58:00,46.62
1/9/2001 23:58:00,46.56
1/10/2001 23:58:00,46.56
1/11/2001 23:58:00,46.56
1/12/2001 23:58:00,46.46
1/13/2001 23:58:00,46.46
1/14/2001 23:58:00,46.9
1/15/2001 23:58:00,46.44
1/16/2001 23:58:00,46.38
1/17/2001 23:58:00,46.36
1/18/2001 23:58:00,46.34
1/19/2001 23:58:00,46.3
1/20/2001 23:58:00,46.3
1/21/2001 23:58:00,46.3
1/22/2001 23:58:00,46.28
1/23/2001 23:58:00,46.28
1/24/2001 23:58:00,46.377
1/25/2001 23:58:00,46.38
1/26/2001 23:58:00,46.38
1/27/2001 23:58:00,46.38
1/28/2001 23:58:00,46.38
1/29/2001 23:58:00,46.46
1/30/2001 23:58:00,46.4
1/31/2001 23:58:00,46.34
2/1/2001 23:58:00,46.34
2/2/2001 23:58:00,46.32
2/3/2001 23:58:00,46.34
2/4/2001 23:58:00,46.34
2/5/2001 23:58:00,46.34
2/6/2001 23:58:00,46.34
2/7/2001 23:58:00,46.34
2/8/2001 23:58:00,46.34
2/9/2001 23:58:00,46.4
2/10/2001 23:58:00,46.4
2/11/2001 23:58:00,46.4
2/12/2001 23:58:00,46.42
2/13/2001 23:58:00,46.48
2/14/2001 23:58:00,46.54
2/15/2001 23:58:00,46.5
2/16/2001 23:58:00,46.46
2/17/2001 23:58:00,46.46
2/18/2001 23:58:00,46.46
2/19/2001 23:58:00,46.46
2/20/2001 23:58:00,46.52
2/21/2001 23:58:00,46.52
2/22/2001 23:58:00,46.52
2/23/2001 23:58:00,46.5
2/24/2001 23:58:00,46.5
2/25/2001 23:58:00,46.5
2/26/2001 23:58:00,46.56
2/27/2001 23:58:00,46.56
2/28/2001 23:58:00,46.48
3/1/2001 23:58:00,46.46
3/2/2001 23:58:00,46.5
3/3/2001 23:58:00,46.5
3/4/2001 23:58:00,46.5
3/5/2001 23:58:00,46.48
3/6/2001 23:58:00,46.42
3/7/2001 23:58:00,46.44
3/8/2001 23:58:00,46.46
3/9/2001 23:58:00,46.445
3/10/2001 23:58:00,46.46
3/11/2001 23:58:00,46.46
3/12/2001 23:58:00,46.58
3/13/2001 23:58:00,46.54
3/14/2001 23:58:00,46.6
3/15/2001 23:58:00,46.6
3/16/2001 23:58:00,46.58
3/17/2001 23:58:00,46.58
3/18/2001 23:58:00,46.58
3/19/2001 23:58:00,46.6
3/20/2001 23:58:00,46.62
3/21/2001 23:58:00,46.62
3/22/2001 23:58:00,46.599
3/23/2001 23:58:00,46.585
3/24/2001 23:58:00,46.58
3/25/2001 23:58:00,46.58
3/26/2001 23:58:00,46.6
3/27/2001 23:58:00,46.56
3/28/2001 23:58:00,46.56
3/29/2001 23:58:00,46.58
3/30/2001 23:58:00,46.56
3/31/2001 23:58:00,46.56
4/1/2001 23:58:00,46.56
4/2/2001 23:58:00,46.54
4/3/2001 23:58:00,46.56
4/4/2001 23:58:00,46.49
4/5/2001 23:58:00,46.5
4/6/2001 23:58:00,46.5
4/7/2001 23:58:00,46.5
4/8/2001 23:58:00,46.5
4/9/2001 23:58:00,46.48
4/10/2001 23:58:00,46.48
