Date,Close
1/2/2000 23:58:00,43.7031045
1/3/2000 23:58:00,44.157
1/4/2000 23:58:00,44.843
1/5/2000 23:58:00,44.983
1/6/2000 23:58:00,44.877331
1/7/2000 23:58:00,44.7876
1/10/2000 23:58:00,44.6705
1/11/2000 23:58:00,44.963234
1/12/2000 23:58:00,44.810949
1/13/2000 23:58:00,44.610803
1/14/2000 23:58:00,44.022
1/15/2000 23:58:00,44.15685
1/17/2000 23:58:00,43.9472363
1/18/2000 23:58:00,44.0472
1/19/2000 23:58:00,43.991
1/20/2000 23:58:00,43.862
1/21/2000 23:58:00,43.695
1/23/2000 23:58:00,43.61745
1/24/2000 23:58:00,43.526
1/25/2000 23:58:00,43.861
1/26/2000 23:58:00,43.631
1/27/2000 23:58:00,43.065
1/28/2000 23:58:00,42.729
1/30/2000 23:58:00,42.61028
1/31/2000 23:58:00,42.684
2/1/2000 23:58:00,42.4165
2/2/2000 23:58:00,42.366
2/3/2000 23:58:00,42.912
2/4/2000 23:58:00,42.726
2/7/2000 23:58:00,42.659
2/8/2000 23:58:00,43.022
2/9/2000 23:58:00,43.157
2/10/2000 23:58:00,42.933
2/11/2000 23:58:00,42.987
2/14/2000 23:58:00,42.7467
2/15/2000 23:58:00,42.895
2/16/2000 23:58:00,42.889
2/17/2000 23:58:00,43.0097
2/18/2000 23:58:00,42.962
2/21/2000 23:58:00,43.036
2/22/2000 23:58:00,43.919
2/23/2000 23:58:00,43.59
2/24/2000 23:58:00,43.249
2/25/2000 23:58:00,42.506
2/27/2000 23:58:00,42.371072
2/28/2000 23:58:00,42.063
2/29/2000 23:58:00,41.95
3/1/2000 23:58:00,42.056
3/2/2000 23:58:00,41.946
3/3/2000 23:58:00,41.745
3/6/2000 23:58:00,41.75
3/7/2000 23:58:00,41.655
3/8/2000 23:58:00,41.539
3/9/2000 23:58:00,42.04
3/10/2000 23:58:00,41.901205
3/13/2000 23:58:00,41.96
3/14/2000 23:58:00,42.089622
3/15/2000 23:58:00,42.01
3/16/2000 23:58:00,42.407
3/17/2000 23:58:00,42.07
3/19/2000 23:58:00,42.253568
3/20/2000 23:58:00,42.157
3/21/2000 23:58:00,42.185
3/22/2000 23:58:00,41.736
3/23/2000 23:58:00,42.153
3/24/2000 23:58:00,42.167
3/27/2000 23:58:00,42.175
3/28/2000 23:58:00,42.015
3/29/2000 23:58:00,41.416
3/30/2000 23:58:00,41.83738
3/31/2000 23:58:00,41.725
4/1/2000 23:58:00,41.630292
4/2/2000 23:58:00,41.669496
4/3/2000 23:58:00,41.709
4/4/2000 23:58:00,41.645
4/5/2000 23:58:00,42.118
4/6/2000 23:58:00,41.831
4/7/2000 23:58:00,41.817
4/8/2000 23:58:00,41.586732
4/9/2000 23:58:00,41.560596
4/10/2000 23:58:00,41.8535
4/11/2000 23:58:00,42.01
4/12/2000 23:58:00,41.785
4/13/2000 23:58:00,41.712
4/14/2000 23:58:00,41.739
4/15/2000 23:58:00,41.856804
4/16/2000 23:58:00,42.048468
4/17/2000 23:58:00,41.622
4/18/2000 23:58:00,41.247
4/19/2000 23:58:00,40.928
4/20/2000 23:58:00,41.023
4/21/2000 23:58:00,40.8375
4/24/2000 23:58:00,40.912904
4/25/2000 23:58:00,40.4841
4/26/2000 23:58:00,40.331
4/27/2000 23:58:00,39.656
4/28/2000 23:58:00,39.68276
4/29/2000 23:58:00,39.70138
5/1/2000 23:58:00,39.906206
5/2/2000 23:58:00,39.494
5/3/2000 23:58:00,38.919
5/4/2000 23:58:00,38.937
5/5/2000 23:58:00,38.9623
5/8/2000 23:58:00,39.015
5/9/2000 23:58:00,39.414
5/10/2000 23:58:00,40.144
5/11/2000 23:58:00,39.659
5/12/2000 23:58:00,39.827
5/14/2000 23:58:00,40.31856
5/15/2000 23:58:00,40.299
5/16/2000 23:58:00,39.7966
5/17/2000 23:58:00,39.177
5/18/2000 23:58:00,39.2955
5/19/2000 23:58:00,39.258
5/20/2000 23:58:00,39.443732
5/22/2000 23:58:00,39.748
5/23/2000 23:58:00,39.998
5/24/2000 23:58:00,40.055
5/25/2000 23:58:00,40.041
5/26/2000 23:58:00,41.082
5/27/2000 23:58:00,42.019152
5/28/2000 23:58:00,41.169744
5/29/2000 23:58:00,41.282
5/30/2000 23:58:00,41.552
5/31/2000 23:58:00,41.336
6/1/2000 23:58:00,41.497
6/2/2000 23:58:00,42.136
6/5/2000 23:58:00,42.189
6/6/2000 23:58:00,42.841
6/7/2000 23:58:00,42.806
6/8/2000 23:58:00,42.675
6/9/2000 23:58:00,42.561
6/11/2000 23:58:00,42.61251
6/12/2000 23:58:00,42.722
6/13/2000 23:58:00,42.9573
6/14/2000 23:58:00,42.866
6/15/2000 23:58:00,42.571
6/16/2000 23:58:00,42.943
6/18/2000 23:58:00,43.065638
6/19/2000 23:58:00,42.895
6/20/2000 23:58:00,42.656
6/21/2000 23:58:00,42.239
6/22/2000 23:58:00,41.953
6/23/2000 23:58:00,41.836
6/24/2000 23:58:00,41.76344
6/25/2000 23:58:00,41.7233
6/26/2000 23:58:00,41.841
6/27/2000 23:58:00,42.114
6/28/2000 23:58:00,42.245
6/29/2000 23:58:00,42.505
6/30/2000 23:58:00,42.816
7/3/2000 23:58:00,42.512
7/4/2000 23:58:00,42.424
7/5/2000 23:58:00,42.724
7/6/2000 23:58:00,42.775
7/7/2000 23:58:00,42.432
7/10/2000 23:58:00,42.463
7/11/2000 23:58:00,42.351
7/12/2000 23:58:00,42.215
7/13/2000 23:58:00,41.642
7/14/2000 23:58:00,41.71
7/17/2000 23:58:00,41.778
7/18/2000 23:58:00,41.653
7/19/2000 23:58:00,41.149
7/20/2000 23:58:00,41.411
7/21/2000 23:58:00,41.589
7/24/2000 23:58:00,41.681
7/25/2000 23:58:00,42.167
7/26/2000 23:58:00,42.166
7/27/2000 23:58:00,42.043
7/28/2000 23:58:00,41.458
7/29/2000 23:58:00,41.377824
7/30/2000 23:58:00,41.386788
7/31/2000 23:58:00,41.535
8/1/2000 23:58:00,41.719
8/2/2000 23:58:00,39.5
8/3/2000 23:58:00,40.837
8/4/2000 23:58:00,41.173
8/5/2000 23:58:00,41.10522
8/6/2000 23:58:00,41.12334
8/7/2000 23:58:00,41.305
8/8/2000 23:58:00,41.075
8/9/2000 23:58:00,40.849
8/10/2000 23:58:00,41.539
8/11/2000 23:58:00,41.379
8/12/2000 23:58:00,41.30736
8/13/2000 23:58:00,41.257728
8/14/2000 23:58:00,41.242
8/15/2000 23:58:00,41.647
8/16/2000 23:58:00,41.549
8/17/2000 23:58:00,41.887
8/18/2000 23:58:00,41.509
8/19/2000 23:58:00,41.531776
8/20/2000 23:58:00,41.531776
8/21/2000 23:58:00,41.034
8/22/2000 23:58:00,40.909
8/23/2000 23:58:00,40.812
8/24/2000 23:58:00,41.381
8/25/2000 23:58:00,41.447
8/26/2000 23:58:00,41.3116
8/27/2000 23:58:00,41.3116
8/28/2000 23:58:00,41.072
8/29/2000 23:58:00,41.029
8/30/2000 23:58:00,40.797
8/31/2000 23:58:00,40.545
9/1/2000 23:58:00,41.141
9/2/2000 23:58:00,41.125065
9/3/2000 23:58:00,41.1902472
9/4/2000 23:58:00,41.041
9/5/2000 23:58:00,40.388
9/6/2000 23:58:00,39.916
9/7/2000 23:58:00,39.794
9/8/2000 23:58:00,39.381
9/9/2000 23:58:00,39.657681
9/10/2000 23:58:00,39.359284
9/11/2000 23:58:00,39.155
9/12/2000 23:58:00,39.198
9/13/2000 23:58:00,39.349
9/14/2000 23:58:00,39.204
